source,target,weight
add glitter,cut excess,2
add glitter,paint coat,4
add glitter,lay layer,3
add coloring,mix color,2
add quarter teaspoon of cinnamon,mix color,2
add quarter teaspoon of cinnamon,pour cup of corn starch,2
mix color,pour color at time,2
pour color at time,pour cup of corn starch,2
add to mixture,mix color,2
add to mixture,pour cup of corn starch,2
mix color,pour cup of corn starch,4
mix color,put on side,2
pour cup of corn starch,put on side,2
freeze for hour,place paint inside gallon size ziploc bag tape,2
fill rest with water,freeze for hour,2
add ice cube,freeze for hour,2
add glitter,freeze for hour,2
freeze for hour,use steamer,2
open window,use potting soil,2
punch hole,use potting soil,2
attach handle,open window,2
pull lid,punch hole,2
attach handle,punch hole,2
punch hole,use crop,2
punch hole,use glue,2
punch hole,use wire,2
paint utensil,use wire,2
add glitter,use scooper,3
add ingredient,use baking soda,5
add ingredient,add quarter teaspoon of cinnamon,2
add oil,add soap coloring,2
add food coloring,add soap coloring,2
add drop,add soap coloring,3
add drop,add food coloring,2
add food coloring,add liquid,2
light candle,use mason jar,3
add honey,put nut,2
add honey,put on top,4
set chocolate mold,use vanilla extract,2
pour color at time,use vanilla extract,2
pour color at time,set chocolate mold,2
put stem in freezer,set chocolate mold,2
add ingredient,add to mixture,2
add ingredient,stick to plastic wrap,2
add ingredient,put in refrigerator,6
add to mixture,put in refrigerator,2
add to mixture,add to pot,2
put in refrigerator,stick to plastic wrap,2
add to pot,twist of section,2
use finger,use for lip,2
pour into mold,stir saucepan,3
add gelatin,add lemon juice,2
add lemon juice,pour into mold,2
add gelatin,pour into mold,3
mix into batter,pour into mold,3
pour into mold,use cookie cutter,3
pour into mold,put in freezer,3
mix into batter,put in freezer,2
pour cup of corn starch,pull string,2
pour into container,pull string,2
blow balloon,pull string,4
pull string,wrap string,2
blow balloon,wrap string,3
add to bowl,blow balloon,2
add to bowl,put piece of wood,2
add to bowl,clip wood with clothespin,2
fold corner,use knife,3
use knife,use scissor,2
cut fabric,use scissor,6
add pop of color,put item,4
put dot,use sharpie,3
put silverware,use paper,2
light candle,throw party,2
add cup of oats,use milk,3
add cup of oats,add sweetener,5
add sweetener,use milk,2
add sweetener,use banana,2
add cocoa powder,use banana,3
add cocoa powder,put on top,2
put on top,use banana,3
add peanut butter,put on top,2
add honey,add peanut butter,2
add peanut butter,use strawberry,2
add peanut butter,put in refrigerator,2
add honey,use strawberry,3
add honey,put in refrigerator,3
put in refrigerator,use strawberry,5
punch hole,set tone,2
punch hole,put book,2
punch hole,use as template,2
punch hole,put in front,2
add shell,punch hole,2
put in front,use glue,2
cut hole in sweater,put clothe,2
put clothe,stick shoe organizer to side,2
put clothe,squeeze muscle,2
add ice,use grape,2
add spice,use label maker,3
cover baby with chalkboard paint,use label maker,2
add cube,use soap,2
add cube,fill with castile soap,2
add cube,add soap coloring,2
add cube,use of candy,2
add cube,add cup of pineapple,2
put hair,wear hair,5
put hair,stick half,2
put bow,wrap gift,4
cut into piece,wrap gift,2
cut ribbon,wrap gift,2
add embellishment,hold to ribbon,2
add embellishment,put staple in middle,2
add embellishment,put bow,2
use twine,wrap box,2
use twine,wrap present,2
pull end,use twine,2
put pine cone,use twine,4
put pine cone,wrap present,2
pull end,put pine cone,2
add embellishment,put pine cone,2
put pine cone,use label maker,2
use paint,wrap gift,2
put name,wrap gift,3
paint pumpkin,use funkin,2
draw picture,write message,4
paint pumpkin,write message,2
paint coat,write message,2
cover baby with chalkboard paint,write message,2
use trick,write message,2
wash item,write message,2
draw picture,paint pumpkin,2
draw picture,paint coat,3
cover baby with chalkboard paint,draw picture,2
draw picture,use trick,2
draw picture,wash item,2
cover baby with chalkboard paint,paint pumpkin,2
use box,use duct tape,2
blend in blender,use strawberry,2
use fruit,use strawberry,8
add cup of mango,use strawberry,2
add honey,blend in blender,2
add cup of mango,use fruit,2
add honey,use fruit,2
set for hour,use as puree,2
cook with steel,cut into strip,2
stick process to piece,work way,2
cut in half,put lid,2
add glitter,put lid,2
cut marshmallow in half,put lid,2
attach animal to lid,place paint inside gallon size ziploc bag tape,2
attach animal to lid,use brush,2
attach animal to lid,put lid,2
add drop,attach animal to lid,2
attach animal to lid,put foot,2
cut hole in metal,use cotton pad,2
cut hole in metal,use crop,2
add to lunchbox container,put on inside,2
add to lunchbox container,stick onto wall,2
paint with chalkboard,stick onto wall,2
cover logo,write letter,2
pack for trip,stick piece of painter tape,2
stick piece of painter tape,use towel,2
open drawer,stick piece of painter tape,2
stick piece of painter tape,stock on perishable,2
stick piece of painter tape,use in pantry,2
open drawer,stock on perishable,2
stick piece of painter tape,write stuff,2
use press,write stuff,2
roll diy decoration for snow cover candle,write stuff,2
cover with saran wrap,write stuff,2
put orange peel,use jojoba oil,2
put orange peel,use propane,2
add rest of orange juice,use spoon,2
fill fridge,use spoon,2
add rest of orange juice,stick orange into muffin tin,2
add rest of orange juice,put show,2
add rest of orange juice,put orange peel,2
add rest of orange juice,fill fridge,2
add rest of orange juice,set for hour,2
add rest of orange juice,cut into wedge,2
add embellishment,paint coat,2
build furniture,put carpet,2
add cheese,melt at room temperature,2
add cranberry,add egg,2
add cranberry,use hummus,3
add egg,put on top,4
add egg,use hummus,8
put on top,use hummus,2
add egg,use guacamole,3
use guacamole,use hummus,2
add egg,add mayonnaise,5
paint gold,use in kid room,2
brush hair,wash hair,6
brush hair,wear makeup,4
paint coat,push gel,2
put on face,use on face,2
put on skin,wear hair,3
use over body,wear hair,3
use jaw,work in bathroom,2
put under eye,use jaw,2
eat of roll,use on face,2
add glue,wear lash,4
sleep on satin pillowcase,sleep on side,2
break into category,use egg white,2
blend down neck,cut mustache,2
cut mustache,use mirror,2
use diffuser,use in room,2
place vote,use hairdryer,3
add liquid,use banana protein granola,2
lift weight,use baby,2
put sheet,wash sheet,4
blow mind,put sheet,2
put sheet,use for year,2
put on bed,put sheet,3
put on bed,sleep in bed,4
cut into three,put cover,2
cut into three,set for success,2
put pillow,stack on top,4
put pillow,remove piece,2
put on top,put pillow,5
add height,put pillow,3
brush tooth,wash hair,2
brush hair,brush tooth,14
vacuum area,vacuum couch,10
add of cup,remove liner,2
remove liner,use jam,2
add to cooker,add to pot,3
use baking soda,vacuum rug,2
add vinegar,clean garbage disposal,4
add eucalyptus,snip hole,2
add to cooker,use cooking oil,2
put oil in diffuser,use cooking oil,3
add drop,use cooking oil,2
use cooking oil,use toilet paper roll,2
add oil,add tablespoon of vodka,2
add oil,add water,5
add oil,sprinkle on mattress,2
light candle,use around house,2
use around house,use bag,2
use around house,wear shoe in house,2
put clothe,use bag,3
add decor piece,put on wall,2
fill eyebrow,use pencil,2
bake pumpkin pie for minute,light candle,2
clean area,clean space,5
clean sink,clean space,2
clean space,use glove,2
clean area,clean sink,3
clean area,remove trash,2
clean sink,use glove,4
clean sink,remove trash,2
remove trash,use glove,2
clean bathtub,use glove,4
use dish soap,use glove,3
use bleach,use glove,3
clean bathtub,remove trash,3
clean bathtub,use dish soap,3
clean bathtub,use bleach,2
use glove,use soap,3
clean bathtub,use soap,3
add vinegar,clean bathtub,5
use dish soap,use soap,4
add vinegar,use dish soap,2
put in bathroom,put rug,2
clean toilet,put in bathroom,6
clean room,put in bathroom,2
clean toilet,put rug,3
clean room,put rug,2
clean room,clean toilet,3
use cloth,use paper towel,6
drink glass of water,use cloth,2
cut in half,use half of avocado,2
build of bookshelf,put flower,2
add vinegar,clean space,3
add vinegar,use mortar,3
put sheet,use water,2
throw stuff,use water,2
clean baseboard,use eraser sponge,3
clean baseboard,put on surface,2
throw stuff,use hand,2
add vinegar,use water,4
put trash bag,use command hook,2
put trash bag,throw in trash,6
add vinegar,clean with vinegar,6
use body oil,use on pulse point,2
put sunscreen on face,wash makeup brush,4
use body oil,use on chest area,2
spray in area,use as highlighter,2
spray in area,use body oil,2
use as highlighter,use body oil,2
add drop,use body oil,2
use body oil,wrap ankle weight around leg,2
use face mask,use mask,2
add storage,clean space,4
mop floor,open closet,2
mop floor,use for year,2
use for year,use space,2
put pant,wear jean,2
roll over sink,wear bra,2
open closet,use clothing,2
put on top,put pajama,2
cut side,use section,2
add glue,put bit on chest,2
add glue,pull ball,2
add glue,use wand,2
add glue,use solution,2
use solution,wear lash,2
add glue,use over place,2
add glue,put list,2
add ice cube,put math problem,2
add drop,put trash bag,2
put trash bag,remove of air,2
throw in trash,use bag,3
add egg,cook vegetable,3
bake potato in oven,hold ball,2
clean bathtub,wash knob in water,4
cut of pocket,use for meditation,2
add to app,cut of pocket,2
clean toilet,knock cabinet,2
clean desk,clean toilet,3
add spice,eat of roll,3
eat of roll,put necklace,2
use cosmetic,use in shower,2
put cord,use strawberry,4
cut box,open bag,3
open bag,use hand,2
paint nail,use nail file,14
paint nail,shower in hour,3
shower in hour,use nail file,2
clean bacteria,paint nail,3
paint nail,use glue,2
throw in trash,throw stuff,2
brush tooth,use hydrogen peroxide,9
brush tooth,clear dresser,2
shave leg,use razor,4
fold cling cat,use razor,2
fold cling cat,shave leg,2
shave leg,use binder clip,2
fold cling cat,use binder clip,4
add pancake to bowl,trim end of toothpick,2
add cup water with ice cube,use toilet paper roll,2
use bag,use toilet paper roll,3
stick piece of painter tape,use toilet paper roll,2
lay layer,use soap,2
use mesh strainer,use soap,2
cut into square,put rug,2
put trash bag,rip of newspaper,3
put at bottom,use oil,3
put at bottom,put trash bag,3
put trash bag,use oil,2
brush tooth,put in bathroom,2
brush tooth,shower at night,3
shower at night,wash face,3
rinse hair,wash face,3
use foundation brush,wear makeup,4
put under eye,use eyeshadow brush,2
wear dress,wear outfit,2
brush during pregnancy,wear dress,2
pour milk,use milk,7
pull masterpiece,use silicone mat,2
paint wall,put book,2
fill wall,put book,2
put clothe in room,throw stuff,2
remove bowl from,use toilet paper roll,2
light candle,put tea light candle,3
melt wax,put in microwave,4
light candle,melt wax,6
melt wax,use rubbing alcohol,3
hold stuff,put in bin,2
put in bin,wear shoe in house,2
put in place,put laundry,2
read book,stick kid onto page,5
use for year,use on steel appliance,3
use method,use paper towel,2
use in kitchen,use paper towel,3
use in kitchen,use method,2
use paper towel,use rag,3
blow mind,use tape,3
add inch,use tape,2
read at night,use tape,2
use of gas,wear jean,2
open eye,use oil,2
open lock,use oil,2
hurt foot,wear people,2
put shoe,wear people,2
use horse,wear people,2
use bleach,wash hand,2
use glove,wash hand,3
wash hand,wash item,3
use glove,use purpose cleaning solution,2
use glove,wash item,2
use purpose cleaning solution,wash item,2
clean baseboard,spray in area,3
put piece of wood,use label maker,2
put piece of wood,wash hand,2
clean toilet,put piece of wood,2
use cloth,use enzyme cleaner,2
use cleanser,use enzyme cleaner,4
use cleanser,use cloth,2
remove clothing,wash clothe,3
throw in dryer,wash sheet,2
throw in dryer,wash clothe,2
catch guy,pour into container,2
catch guy,use tennis crib for handle,2
catch guy,use fork,2
put hair into ponytail,use tennis crib for handle,2
catch guy,put hair into ponytail,2
put hair into ponytail,use fork,2
curl hair,put hair into ponytail,4
curl hair,cut in half,2
cut in half,put hair into ponytail,2
sleep on side,use in shower,3
put bow from dollar store,put into document,2
catch on email,pull masterpiece,2
open bag,use scissor,5
clean makeup brush,wash makeup brush,2
vacuum couch,wash sheet,2
wash item,wash sheet,3
use water,wash sheet,2
use water,wash clothe,2
put item,use water,2
put item,wash clothe,2
cut picture,use hydrogen peroxide,2
kill bacteria,use hydrogen peroxide,7
cross off list,use hydrogen peroxide,2
use hydrogen peroxide,use variety,2
stick in bed,use hydrogen peroxide,2
use for year,use hydrogen peroxide,2
remove clothing,use hydrogen peroxide,2
use bleach,use hydrogen peroxide,4
remove stain,use hydrogen peroxide,5
spray in area,use hydrogen peroxide,5
clean mirror,spray in area,2
clean mirror,use hydrogen peroxide,2
kill bacteria,use brush,7
kill bacteria,put in spray bottle,2
add vinegar,put in spray bottle,3
add vinegar,use around house,2
add vinegar,spray in area,2
add mint,use lemon,2
cut fabric,cut of pocket,3
cut of pocket,wear jean,2
pull headrest,set trap,2
open window,pull headrest,2
pull headrest,work on steel,2
open window,work on steel,3
cut stem,drink in background,2
drink soda,open eye,2
add spice,use susan,2
use in pantry,use susan,2
put skincare product,use susan,4
add spice,use in pantry,2
add spice,put skincare product,4
put skincare product,use in pantry,2
open drawer,put in drawer,2
put skincare product,use in way,2
put skincare product,use skincare fridge,2
open drawer,put skincare product,2
put book,write task,2
catch on work,put book,2
read book,teach responsibility,2
drink water,use ounce for color,2
drink water,sleep on side,2
put blanket in basket,sleep on side,3
brush tooth,pull skin,2
use steam,wash clothe,3
add kick,wash clothe,2
wash clothe,wash on cycle,2
cook on side,eat breakfast,2
add cheese,cook on side,2
use concealer,use foundation,10
use concealer,use cream,3
pull skin,work eraser on deodorant stain,2
pour water,use coffee,3
use oil,use oil paint,7
use around house,use oil,3
cut door,cut into bar shape,2
put cushion,put throw blanket,2
put in drawer,use brush,2
put jewelry,use brush,2
put in drawer,put jewelry,2
spray wall,wash bedding,2
put sheet,use for linen,2
put in bathroom,put of toiletry,2
add ingredient,wash hand,4
add ingredient,add onto baking dish,4
clean house,fill area,4
clean space,clean toilet,4
read manual,use nail file,4
remove liner,use nail file,2
paint nail,remove liner,3
blend with nail bed,paint nail,3
blend with nail bed,use scissor,2
use scissor,work on blog,2
use glue,wash hand,2
put hand,use glue,2
clean makeup brush,use soap,4
remove makeup,use soap,2
rinse hair,use razor,3
add mint,use mitt,2
skate on leg,wear boot,2
put in back,skate on leg,2
clean wall,use q tip,2
cut hair,put hair,2
clean mattress,clean room,3
put laundry,use water,2
remove bowl from,use water,2
clean room,wash sheet,3
use lg styler,wash bedding,2
put pillow,wash bedding,2
put pillow,use steam,2
clean mattress,use hydrogen peroxide,2
brush tooth,clean mattress,2
clean mattress,dab stain,2
clean mattress,use enzyme cleaner,2
massage into skin,use enzyme cleaner,3
add drop of oil,use hydrogen peroxide,3
add drop of oil,brush tooth,2
dab stain,use baking soda,2
add drop of oil,use enzyme cleaner,3
add drop of oil,use baking soda,4
add drop of oil,sprinkle on mattress,2
collect dust,dust surface,7
dust fixture,dust surface,8
collect dust,dust fixture,3
dust fixture,use cleaner,4
clean mirror,use cleaner,3
spray wall,use cleaner,2
arrange pillow on floor,put pillow,4
put pillow,sleep on side,4
use mop,vacuum couch,2
mop bathroom,vacuum couch,4
mop bathroom,use mop,3
use mop,use steam mop,7
clean room,use steam mop,2
cook chicken,grill chicken with herb mix,6
cook chicken,use blender,2
cook pasta,pack lunch,3
paint on canvas,use space,2
use baking soda,use oil,6
put shoe,use baking soda,2
put shoe,use oil,2
put at bottom,put shoe,3
add kick,put phone,2
throw in wash,wash sheet,3
use guard,wear sock,2
put in hamper,wear sock,2
put in mesh laundry bag,wear sock,2
throw in wash,wear sock,2
wear sock,wear to gym,2
place towel in dryer,put oil on wool ball,2
rub stain,throw in wash,3
add coloring,rub stain,2
rub stain,use type,3
rub stain,wash clothe,3
throw in wash,wash clothe,2
remove stain,rub stain,3
put into washing machine,remove stain,3
put into washing machine,use baking soda,2
cut cleaning time,wash clothe,2
connect to home device,use steam,2
cut duct tape wipe scissor with baby,use steam,2
clean bacteria,remove of residue,2
put on coffee table,put remote,2
put in vase,use water,3
put at bottom,use oil paint,2
add drop of oil,put trash bag,2
put trash bag,use lemon,2
add drop of oil,remove of residue,2
add drop of oil,use lemon,2
fold comforter,sleep on side,2
clean room,use eraser sponge,3
put fingerprint,use eraser sponge,3
open closet,put item,4
put shoe,use hook,2
fold corner,use hook,4
put into document,stack on top,2
open closet,put in bedroom,2
open closet,put sweater,2
use bottle,use for rest,2
stick onto cork board,use bottle,2
drink wine,use bottle,2
drop food,mop floor,2
mop floor,put into washing machine,2
brush tooth,use guy,2
cut part,load dishwasher,4
load dishwasher,wash dish,52
load dishwasher,rinse bowl,6
load dishwasher,separate food particle from surface,4
load dishwasher,put steak knife,3
put cup,put steak knife,2
load dishwasher,put cup,3
put cup,put silverware,2
clean dish,fill tray,2
clean dish,read direction,2
clean dish,load dishwasher,9
load dishwasher,put dish,11
put dish,wash dish,19
use brush,use oil,2
use soap,use sponge,14
use brush,use soap,5
use soap,wash dish,6
clean sink,wash dish,7
clean dish,clean sink,11
clean garbage disposal,clean sink,2
add vinegar,clean dish,2
put on counter,roll over sink,2
roll over sink,use on sink,2
roll over sink,use blender,2
roll over sink,use dish soap,6
clean dishwashing station,roll over sink,2
use dish soap,use on sink,4
use blender,use dish soap,3
clean dishwashing station,use dish soap,3
put oil on wool ball,use oil,3
catch eye,use in kitchen,2
use in pantry,use rack,2
stack pan,use in pantry,2
knock cabinet,use in pantry,2
stack mug,use in pantry,2
catch eye,clear space,2
clear space,put mail,3
add garlic,rinse bean,6
add garlic,add to mix,4
pay money,put payment,3
put clothe,put clothe in room,7
pack suitcase,put clothe,3
drink coffee,pay attention,2
use lip liner,wear on way,2
brush tooth,drink coffee,4
brush tooth,catch breath,2
brush tooth,stir for minute,2
brush tooth,use at night,2
use desert essence shampoo,use razor,4
drink glass of water,drive traffic to people,2
clean window,use glass,3
drink glass of water,use glass,4
clean window,drink glass of water,2
drink glass of water,put recipe in description box,4
cut into quarter,drink glass of water,2
clean car,clean stain,2
clean car,put on surface,2
clean baseboard,clean car,3
clean car,collect dust,2
collect dust,use brush,2
clean vent around house,use brush,2
clean vent around house,collect dust,2
collect dust,put electronic,2
brush tooth,clean of seat,3
clean of seat,vacuum floor,3
brush tooth,mop floor,2
brush tooth,clean car,2
mop floor,vacuum floor,3
clean car,vacuum floor,2
put seat cover,spray wall,2
brush solution into seat belt,put seat cover,2
vacuum area,vacuum floor,5
add drop of oil,use cleaner,3
add drop of oil,use air,2
fold corner,put laundry,3
draw motive,put laundry,2
clean house,put laundry,2
clean house,draw motive,2
clean countertop,clean makeup brush,4
clean makeup brush,use iron,2
clean makeup brush,work dust,2
use towel,work dust,2
clean in future,clean makeup brush,2
clean in future,use towel,2
clean makeup brush,use towel,7
clean makeup brush,use purpose cleaning solution,2
clean countertop,use towel,3
use purpose cleaning solution,use towel,3
put of toiletry,use towel,2
clean kitchen,load dishwasher,3
clean kitchen,clean sink,7
clean sink,rinse bowl,2
clean sink,load dishwasher,12
clean bathtub,clean sink,5
clean sink,remove of appliance,2
clean sink,scrape of food,2
scrape of food,use scraper,2
dust blind,dust surface,4
dust blind,dust fixture,3
mop bathroom,spray toilet,2
clean shelf,mop bathroom,2
clean off coffee table,vacuum rug,2
read review,use code,2
use code,use in description box,3
clean sink,use sponge,3
clean bathtub,use sponge,6
use around house,use microfiber cloth,2
mop floor,put at bottom,2
put at bottom,use around house,2
mop floor,use around house,2
use around house,use sponge,3
clean wall,use around house,2
clean toothbrush,use around house,2
brush tooth,use soap,2
clean car,clean grout,2
brush tooth,clean grout,2
clean house,use purpose cleaning solution,3
use squeegee,use technique,2
scrape side,use technique,2
stick half,use label maker,3
place order,put in room,2
place order,use eye drop,2
pay thousand of dollar shipping,place order,2
put blanket in basket,put clutter,2
put clutter,use laundry basket,2
cut diaper,work stroller,2
remove with washcloth,use in pantry,2
use in pantry,use magazine rack under bathroom sink,2
remove with washcloth,use magazine rack under bathroom sink,2
curl hair,use hairdryer,2
mop floor,use water,5
put fingerprint,use cloth,2
clean window,use cloth,5
clean window,put fingerprint,2
clean window,use eraser sponge,2
clean window,use sponge,2
clean makeup brush,clean window,3
clean makeup brush,use sponge,3
wear legging,wear pant,2
use app,write list,2
put shoe,stick shoe organizer to side,5
put shoe,wear slipper,2
put shoe,use shampoo,2
clean toilet,put shoe,2
eat breakfast,eat food,11
add pop of color,use pillow,2
throw in trash,use scraper,2
put cup,use oil,2
add quarter cup of water,use oil,2
use dish soap,use oil,3
use lemon,use oil,5
add drop of oil,use bottle,2
add drop of oil,use lint roller,2
put perfume,use on pulse point,2
use oil,use product,2
use cooking oil,use recipe,2
use cooking oil,use oil,3
put oil in diffuser,use oil,3
put demo of background idea,put thought,2
cut top,put lid,4
add drop of oil,fill with water,3
add drop of oil,put lid,2
add drop of oil,use oil,10
load dishwasher,throw in trash,2
add to routine,put dish,2
put on top,use amount,2
put on top,use capsule,2
place towel in dryer,put sheet,2
put sheet,use towel,2
put sheet,use pillow,5
use pillow,use towel,2
put in hamper,use towel,4
add storage,use towel,2
add storage,put in bathroom,3
hold clip,stick kid onto page,2
build house,put in house,2
add tea,put cup,2
put item,use for year,4
put item,wear jacket,2
put in drawer,use product,2
drain from liquid,use product,2
blend in blender,use blender,5
pour into bowl,use blender,2
put on door,wear jacket,2
add life to place,wear jacket,2
put eyeshadow palette in door place,put on door,2
put item,put on door,2
attach top,put on door,2
add life to place,put on door,4
add life to place,put eyeshadow palette in door place,2
add life to place,put item,2
add life to place,attach top,2
put on bed,read book,2
brush tooth,wash face,16
brush tooth,put skincare product,3
put skincare product,wash face,2
read book,sleep on side,2
read book,use in description box,2
add avocado in salad,chop rotisserie chicken,2
add avocado in salad,add cilantro,2
add to bowl,chop rotisserie chicken,2
chop rotisserie chicken,use avocado,2
add cilantro,add to bowl,4
add cilantro,use avocado,6
add onion,eat lunch,2
add onion,sleep on side,2
add onion,chew gum,3
add onion,add tomato,6
add tomato,chop ingredient,2
add tomato,chop onion,4
add tomato,boil water,2
add tomato,set timer for minute,3
add to plate,add tomato,2
cook for minute,put on baking sheet,3
close eye,use cooking oil,2
use cooking oil,use eraser sponge,2
add drop of oil,spray toilet,2
add liquid,drain water,2
put foot,use over body,2
drink tea,put on top,4
put item,put toy,2
put boy in toy,put toy,7
add cup of popcorn kernel,cut marshmallow in half,2
put cup,use mug,3
put cup,put pillow,2
chop for time,read book,2
read book,rip page,2
add page,put dot,3
add page,read book,3
eat food,read book,2
throw in wash,wash makeup brush,2
clean house,wash makeup brush,2
use purpose cleaning solution,wash makeup brush,2
use recipe,wash makeup brush,2
use rack,wash makeup brush,2
clean area,clean bathtub,4
mop bathroom,put laundry,2
mop bathroom,put book,2
put laundry,vacuum couch,2
mop bathroom,put pillow,2
put pillow,vacuum couch,6
put pillow,put toy,3
put toy,vacuum couch,4
put toy,vacuum rug,3
put pillow,vacuum rug,3
dust fixture,put pillow,2
clean toilet,spray toilet,19
clean shelf,put shoe,3
dust fixture,vacuum couch,2
put pillow,set table,2
clean table,mop bathroom,2
mop bathroom,vacuum floor,2
load dishwasher,use baking soda,3
clean sink,use baking soda,10
clean fridge,clean steel appliance,2
clean car,clean fridge,2
clean area,clean window,3
clean house,clean window,2
clean area,clean house,9
clean house,use lemon,3
clear counter,load dishwasher,10
load dishwasher,wash hand,7
mop floor,wash hand,2
mop floor,wear sock,2
put in purse,use straw,2
put grocery,use straw,2
put flower,use space,3
put stuff,use space,2
cover logo,put item,2
light candle,put bubble bath,2
add granny smith apple,put bubble bath,2
add to bath,put bubble bath,3
set timer,use microfiber cloth,2
load dishwasher,use brush,2
clean sink,use brush,4
clean countertop,clean sink,2
use baking soda,use brush,6
raise under mistletoe,use brush,2
paint color,use in room,2
put basket,put in bin,2
put grocery,put stuff,2
add item in cart,put trade,2
add ginger,add water,2
add water,cook on side,2
add vegetable,add water,2
cook on side,put lid,4
add vegetable,put lid,2
add vegetable,cook on side,3
put sheet on bed,throw in wash,2
add egg,put cup,2
cook egg,put cup,4
put cup,put lid,2
kill bacteria,use sponge,2
hold water in coffee maker,kill bacteria,2
kill bacteria,put cup,2
clean bathtub,remove bowl from,2
clean bathtub,spray wall,4
clean bathtub,use rubbing alcohol,2
clean toilet,use denture tablet,2
spray toilet,use denture tablet,2
clean toilet,use mouthwash,2
spray toilet,use mouthwash,2
clean toilet,clean wall,2
clean wall,spray toilet,2
clean toilet,toss system,2
spray toilet,toss system,2
spray toilet,use loofah,3
toss system,use loofah,2
use hand,use loofah,2
stamp corner of cotton napkin,use q tip,2
clean wall,stamp corner of cotton napkin,2
eat amount,eat breakfast,2
clean toilet,use baking soda,2
clean toilet,dust fixture,2
use cloth,use purpose cleaning solution,2
sweep floor,use purpose cleaning solution,2
mop floor,sweep floor,5
mop floor,use purpose cleaning solution,2
put on inside,use command hook,2
put on inside,use hook,2
put in drawer,use laundry detergent,2
put in drawer,use in way,2
cook chicken,eat meat,2
eat meat,put on taco,4
cook chicken,put on taco,5
fill with puff,pack snack,4
add storage,load donation item into box,2
clean countertop,stick on countertop,5
clean stain,stick on countertop,2
clean space,put item,2
clean space,use brush,3
clean dish,clean space,3
clean sink,use on sink,5
clean dish,use brush,2
put pillow,use pillow,8
clean playroom,put pillow,2
use vacuum,vacuum floor,4
mop rest of hardwood floor,polish with glass,3
polish with glass,use cloth,12
fill with treat jewelry nail polish,mop rest of hardwood floor,2
mop rest of hardwood floor,use cloth,2
clean cutting board,use brush,2
pull hair,wear hair,4
put in drawer,put toy,2
put saliva sample,use kit,2
clean in future,set timer for minute,2
put in bathroom,put in drawer,2
open drawer,put drawer liner under sink,3
put drawer liner under sink,put in drawer,3
use baking soda,use in shower,2
add cup of water,use in shower,2
add oil,use baking soda,4
add drop of oil,add oil,5
add to mixture,use silicone mold,2
put of memory,roll of note,2
put of mom,roll of note,2
put quote,roll of note,2
open eye,put quote,2
cut picture,roll of note,2
put flower,roll of note,2
read instruction,roll of note,2
open eye,roll of note,4
roll of note,write letter,2
cut picture,open eye,2
put flower,read instruction,2
open eye,put flower,2
put flower,write letter,3
open eye,read instruction,2
read instruction,write letter,2
open eye,write letter,2
pack car,pack snack,2
pack car,put toy,3
put hair,use iron,3
use hairdryer,wear hair,3
put in side braid,wear hair,2
put hair,put hair into ponytail,4
brush tooth,put hair,5
put tee,use shade,2
place paint inside gallon size ziploc bag tape,use oil,2
rinse with water,use blender,3
use mrs baking soda cream cleaner,use serving,2
throw in trash,use mrs baking soda cream cleaner,3
catch eye,use product,2
put in refrigerator,use for condiment,2
put in refrigerator,use product,2
put shelf,use in pantry,2
light candle,use diffuser,6
clean room,use soap,3
use brush,use dish soap,5
put sheet,throw in closet,7
fold corner,throw in closet,2
fold corner,lay layer,2
cut into quarter,fold corner,2
use dish brush,use sponge,2
use dish soap,use sponge,4
load dishwasher,use dish brush,2
use dish brush,use dish soap,2
load dishwasher,use dish soap,8
dab stain,mash in verse,2
clean makeup brush,dab stain,2
clean coffee maker in way,use baking soda,2
pour water,use baking soda,2
clean coffee maker in way,use pillow,2
clean coffee maker in way,put into washing machine,2
clean coffee maker in way,put on hand,2
clean coffee maker in way,pour water,2
add vinegar,clean coffee maker in way,2
add vinegar,pour water,2
add inside duvet cover,fold comforter,5
put in container,put item,4
put office supply,put shelf,2
put cup,remove of residue,2
put cup,use in pantry,3
put cup,stack on top,2
put in back,put in container,2
pay for delivery,use guy,2
hold pound,use from kilogram,2
put sheet,use product,2
throw in wash,use product,2
clean garbage disposal,use soap,2
put sheet,vacuum couch,2
use in description box,vacuum couch,2
use brush,use rag,3
use rag,wash dish,3
clean fridge,use eraser sponge,2
clean countertop,clear clutter,2
drop item,use on sink,2
remove of appliance,use on sink,2
use on sink,work from top,2
clean countertop,load dishwasher at night,3
clean countertop,vacuum floor,3
kill bird with stone,stick on countertop,2
mop floor,use scrub,2
clean sink,use scrub,4
use baking soda,use scrub,5
use for year,use turkey,2
add vegetable,use turkey,2
add cumin,add vegetable,2
add tomato,chop veggie,2
chop veggie,put lid,2
add cumin,add tomato,2
add cumin,use corn,2
add tomato,use corn,2
cover jar with lid,use cookie cutter,5
add broccoli,eat vegetable,3
set goal,set tone for day,2
cut neater to size,put drawer liner under sink,2
clean in future,cut neater to size,2
cut neater to size,put basket,2
cut neater to size,use organizer,2
cut neater to size,use product,2
cut neater to size,use glass container,2
cut neater to size,use q tip,2
use glass container,use product,2
add storage,work with space,2
put basket,use toilet paper roll,2
add storage,use toilet paper roll,2
put basket,put shelf,2
put shelf,use space,5
add storage,put shelf,2
add storage,use space,2
stick onto wall,work with space,2
put in bathroom,work with space,2
add storage,stick onto wall,3
put in bathroom,stick onto wall,2
